职位,学历,经验,技能列表,年薪,公司,公司规模,城市,区域
少儿编程老师,本科,经验不限,"['Java', '网络爬虫技术', '网络编程', '算法基础', '初级软件工程师']",60,麦田教育,小型企业,扬州,邗江区
生物信息分析工程师,硕士,1-3年,"['生物信息', '大数据', '编程', '生物平台数据库']",66,扬州市博有生物科技,微型企业,扬州,江都区
GIS开发工程师,本科,5-10年,"['ArcGIS', 'JavaScript', 'Python', 'Java', '地理信息/测绘工程相关专业']",150,爬山虎科技股份,中型企业,扬州,邗江区
Python程序员,学历不限,经验不限,"['微服务架构', 'Django', 'python']",180,批改网,小型企业,扬州,
全栈工程师,本科,5-10年,"['C/C++', '消息队列', '全栈无侧重', '大模型', 'Python']",150,尼由多,微型企业,扬州,广陵区
后台开发工程师,本科,3-5年,"['Java', 'Golang', 'Python', 'Spring', 'MySQL', '架构设计经验']",90,乐合数科,小型企业,扬州,邗江区
计算机实习生,本科,经验不限,"['Java', 'C++', '机器学习经验', 'Numpy', 'PyTorch', 'Docker', 'MySQL', '运维开发经验', '云计算经验', 'Oracle', 'Linux开发/部署经验', 'Python', 'Flask', 'TensorFlow']",96,中工智联,微型企业,扬州,
全栈开发工程师（前端+后端+小程序/App）,本科,3-5年,[],96,江苏科亚科技,微型企业,扬州,邗江区
图像算法工程师,博士,经验不限,"['C/C++', 'Python', '图像处理库（OpenCV等）', '深度学习', '三维重建', '目标检测', '目标跟踪']",420,某大型电子公司,中型企业,扬州,
AI算法工程师,本科,1-3年,"['数学/统计相关专业', '机器学习算法/工程化经验', '深度学习经验']",186,稻源科技集团,中型企业,扬州,江都区
Python开发工程师,本科,1-3年,"['PostgreSQL', '全栈开发经验', '计算机相关专业', '后端', '数学/统计相关专业', 'Python', 'SQL']",78,洲维信息,微型企业,扬州,
全栈开发,本科,3-5年,"['Java', 'Python', 'Spring/Spring Boot', 'MyBatis', 'MySQL/Redis/MongoDB', '全栈项目经验']",108,宏诚,微型企业,扬州,广陵区
人工智能算法设计 优先校招,硕士,1年以内,"['深度学习', '机器学习', '大模型算法', '强化学习', '自然语言处理算法', '搜索算法', 'C/C++', 'Python', '发表算法相关优秀论文', '参加算法相关竞赛/获奖', '算法工程化经验', '航空的人工智能项目', '完成相关算法的设计', '熟悉Python， c++等', '熟悉机器学习']",240,某大型铁路公司,中型企业,扬州,
扬州-中级PHP,本科,3-5年,"['PHP开发经验', 'PHP']",132,奥琦玮,中大型企业,扬州,广陵区
交易平台运维工程师,本科,3-5年,"['网络运维', '系统运维']",150,扬州唐梦网络科技...,小型企业,扬州,邗江区
人工智能工程师,本科,经验不限,"['机器学习', '大模型算法', '强化学习', '自然语言处理算法', '模型加速/性能优化', 'Python', 'Java', 'MATLAB', '优秀开源项目经历']",149,普世未来,小型企业,扬州,邗江区
少儿机器人编程老师,本科,3-5年,"['线下教育', '坐班', '小班教学（3-25人）', '中学生', '学前儿童/小学生', '普通话发音标准', '熟练掌握计算机语言', '全职']",90,扬州雄星机器人科技,微型企业,扬州,邗江区
python前端开发工程师,大专,经验不限,"['Python', '机器学习工程经验']",150,批改网,中型企业,扬州,
软件开发工程师,本科,1-3年,"['Java', 'Python', 'C#']",150,江苏创控,小型企业,扬州,邗江区
汽车电气工程师,本科,3-5年,"['高压线束', '低压线束', '设计工程师', 'AutoCAD', 'Pro/E', 'UG', 'SolidWorks', '车辆工程专业', '电气相关专业', '汽车电气 线束设计', '高压设计 低压设计', '电气系统 电子元件', '工程机械电气', '环卫车电气重工电气']",282,江苏某中型专用设备公司,中大型企业,扬州,
软件开发,本科,1-3年,"['C端产品', '中后台产品']",96,江苏史福特新能源科技,小型企业,扬州,邗江区
算法工程师,本科,1-3年,"['深度学习', '机器学习', '强化学习', '图像算法', '自然语言处理算法', 'C/C++', 'Python', '算法工程化经验', '发表算法相关优秀论文', '参加算法相关竞赛/获奖']",132,新衍科技,小型企业,扬州,邗江区
单片机软硬件工程师,学历不限,经验不限,"['C++', 'Python', 'STM32开发', '嵌入式软件开发', '电子相关专业', '单片机设计经验']",72,瓦力工厂,微型企业,扬州,高邮市
pack工程师,本科,3-5年,"['锂电池', '三元锂电池', '汽车制造', '熟悉电池/BMS/充放电标准', '测试工程师', 'SolidWorks', '电池PACK']",174,传艺钠电,大型企业,扬州,
数据化改革工程师,本科,经验不限,"['工厂数据化改革', '数字化重构', 'AI工具开发', '系统闭环建设']",114,易德日化,中型企业,扬州,邗江区
程序员,本科,在校/应届,"['Django', 'MySQL', '机器学习经验', '其他', '量化交易开发经验', 'Python']",102,润桥智能,微型企业,扬州,邗江区
青少年python/scratch/C++ 编程讲师,本科,经验不限,"['Python', '培训师', 'C语言', '全职兼职均可', '线下授课', '集体授课', '汇编语言']",90,少码王,小型企业,扬州,邗江区
资深php开发工程师,本科,3-5年,"['PHP', 'MySQL/Redis/MongoDB', 'Python', 'PHP开发经验', '大数据项目开发经验', '架构设计经验', 'php', 'php程序员']",114,诚阳集团,小型企业,扬州,邗江区
（华为）扬州软件开发/测试工程师 RMB多多,本科,经验不限,"['Python', '软件工程师', 'C', 'C++', 'JAVA', 'go']",360,华为,超大型企业,扬州,
双休编程老师（可兼职）,本科,经验不限,"['电子信息', '人工智能', '计算机']",66,扬州展创教育,中型企业,扬州,江都区
AI项目开发工程师,本科,1-3年,"['Python', 'Docker', 'Kubernetes', 'MySQL', 'MongoDB', '分布式经验', '微服务经验', '架构设计经验', '机器学习经验']",150,江苏强基云计算科技,小型企业,扬州,邗江区
前端开发,大专,3-5年,[],117,大华运营,超大型企业,扬州,邗江区
自动驾驶深度学习工程师,硕士,1-3年,"['深度学习算法', 'Python', 'C++', '机器学习算法', '视觉图像算法', 'CNN', 'TensorFlow', 'Caffe']",192,瑞控汽车电子,小型企业,扬州,邗江区
人工智能算法工程师,硕士,1年以内,[],240,某中型航空航天制造公司,中型企业,扬州,
软件应用工程师,大专,1-3年,"['功能测试', '性能测试', 'C++', '软件开发经验']",84,江苏钮玮动力科技,中型企业,扬州,高邮市
信息技术部经理,大专,5-10年,['互联网/AI'],360,某中型电子商务公司,中型企业,扬州,
ERP二次开发工程师,本科,1-3年,"['C#', 'Odoo', 'C#开发经验', '金蝶', '.NET开发经验', 'Python', '云星空']",132,优可优爱,中型企业,扬州,邗江区
大模型算法工程师,本科,3-5年,"['大模型', '建模']",390,工视,小型企业,扬州,邗江区
钧骋招聘切割工,大专,3-5年,['3-5年经验'],90,钧骋,中型企业,扬州,
机器人教师,大专,1-3年,"['线下教育', '坐班', '小班教学（3-25人）', '学前儿童/小学生', '幼儿教育工作经验', '普通话发音标准', '教育学专业背景', '玩教具制作', '理工科教育背景', '全职', '接受实习/在校生投递']",90,扬州雄孩子机器人,小型企业,扬州,邗江区
金融量化工程师,本科,3-5年,"['Python', 'Java', 'Tornado', 'Pandas', 'PyTorch', 'MySQL', 'Oracle', '量化交易开发经验']",280,扬州启达电子商务,微型企业,扬州,邗江区
药理毒理经理/总监,博士,3-5年,[],540,科霸生物,小型企业,扬州,
人工智能算法工程师,硕士,在校/应届,"['C/C++', '图像算法', '深度学习', '大模型算法', '自然语言处理算法', '人工智能', '强化学习', '其他', '数据挖掘', '推荐算法', '模型加速/性能优化', 'Python']",246,某大型铁路公司,中型企业,扬州,
数据分析,本科,3-5年,[],119,圣都家居装饰,大型企业,扬州,邗江区
运维专员,大专,1-3年,['Java'],108,扬州极链,小型企业,扬州,邗江区
AI算法工程师,硕士,3-5年,"['C/C++', '机器学习', '运筹优化算法', '图像算法', '深度学习', '大模型算法', '强化学习', 'Python']",288,苏奥传感,中大型企业,扬州,邗江区
信息技术部经济,大专,5-10年,"['Python', '数学/统计相关专业', '计算机相关专业', '电商/零售行业数据相关经验']",360,某中型电子商务公司（专注母婴与跨境保健品）,中型企业,扬州,
机器人授课教师,大专,3-5年,"['教育学专业背景', '全职兼职均可', '坐班', '中学生', '熟练掌握计算机语言', '小班教学（3-25人）', '线下教育', '不坐班', '学前儿童/小学生', '幼儿教育工作经验']",84,扬州凤川人工智能科技,中大型企业,扬州,江都区
JAVA开发组长,本科,5-10年,"['Java', '后端开发', '需求分析']",136,明辰科技,小型企业,扬州,邗江区
【Remote Work】Java Backend Developer,学历不限,3-5年,['Java'],201,奥睿星火,小型企业,扬州,广陵区
算法工程师（CV/机器学习）,本科,3-5年,"['深度学习算法', '视觉图像算法', '自然语言处理', '人脸识别']",252,广智微芯,小型企业,扬州,江都区
测试工程师,本科,3-5年,['自动化测试'],140,大唐存储,中型企业,扬州,邗江区
初级测试工程师（扬州）,大专,1-3年,"['功能测试', '自动化测试', 'MySQL', 'JMeter', 'Postman']",72,友声科技,中大型企业,扬州,广陵区
市场研究员,大专,1-3年,"['Python', '培训与开发', '新客户开发', 'IT服务', '职业培训', '英语', '市场管理', '总监']",132,洞开,微型企业,扬州,广陵区
物业保安,学历不限,经验不限,['团队管理经验'],42,泰元物业管理,微型企业,扬州,广陵区
Php开发,本科,经验不限,"['Python', 'CSS']",114,江苏云展,小型企业,扬州,
实习管培生,大专,经验不限,"['接受无机械设备工程师经验', 'SolidWorks', '设备厂商（乙方）', '需要出差']",72,扬州智水,微型企业,扬州,
APA算法工程师,硕士,3-5年,"['C/C++', '图像算法', '深度学习', '大模型算法', '算法工程化经验', '融合感知算法', '参加算法相关竞赛/获奖', '推荐算法', 'Python']",390,明月智能科技,中型企业,扬州,邗江区
少儿编程老师,本科,经验不限,"['线下授课', '线上授课', '小学教育', '学前教育', 'python', 'scratch', 'c++', '乐高编程老师']",78,合尔贝机器人科技...,中型企业,扬州,邗江区
运维工程师,大专,3-5年,[],90,信畅信息,小型企业,扬州,
网络工程师,硕士,1-3年,"['接受无网络工程师经验', 'Java', 'Python', 'SQL']",132,中国工业互联网研究院,中型企业,扬州,邗江区
主机运维,大专,3-5年,['RHCE'],72,重庆软维科技有限公司,中大型企业,扬州,
MCU软件开发工程师,本科,5-10年,"['RTOS', 'C', '通信相关专业', '嵌入式/单片机开发经验', 'ARM开发', '计算机相关专业', '汽车电子', 'Python']",221,罗思韦尔,中大型企业,扬州,邗江区
web前端开发工程师,本科,1-3年,"['HTML', 'CSS', 'CSS3', 'HTML5', '前端开发', '.NET', 'Web端', '小程序']",102,制汇互联,小型企业,扬州,邗江区
自动化工程师,大专,5-10年,"['C#  懂工控', '工业算法']",263,丰尚集团,大型企业,扬州,
机器人教师,大专,1-3年,"['集体授课', '线下授课']",71,地平线,微型企业,扬州,广陵区
人工智能算法工程师,硕士,1-3年,"['深度学习', '机器学习', '强化学习', 'C/C++', 'Python']",246,某大型铁路公司,中型企业,扬州,
智能制造高级工程师,本科,1-3年,[],288,航天锂电,大型企业,扬州,
数据库开发工程师,本科,3-5年,[],192,宝胜股份,大型企业,扬州,广陵区
技术岗,大专,在校/应届,['C++'],60,百纳德,中型企业,扬州,
电气设计工程师,大专,5-10年,"['自动化技术', 'CAD']",246,扬州市某中型专用设备公司,中大型企业,扬州,
科创教师,本科,1-3年,"['机器人', '教师', '玩教具制作', '小班教学（3-25人）', 'STEAM', '线下教育', '讲义/教纲编写能力', '全职', '信息学', '坐班', '理工科教育背景', '中学生', '助教', '学前儿童/小学生']",72,扬州小主人,小型企业,扬州,邗江区
电控工程师（高级）,本科,5-10年,"['自动化技术', 'CAD', 'PLC应用']",300,某大型重工公司,中大型企业,扬州,
数据开发,本科,3-5年,"['数据仓库', '数据开发', 'Hive', 'Hadoop', 'Spark', 'HIVE', '大数据', '数据分析']",315,京东集团,超大型企业,扬州,广陵区
软件工程师（算法方向）,本科,3-5年,"['C/C++', '通信算法', 'MATLAB']",210,宇安电子,中型企业,扬州,
人工智能方向博士后研究员,博士,经验不限,[],540,开源网安,中型企业,扬州,高邮市
算法工程师,本科,经验不限,"['C/C++', '机器学习算法/工程化经验', '计算机相关专业', 'MATLAB', 'Python', '数学/统计相关专业']",216,道尔芬智能,中型企业,扬州,
业策运营负责人,大专,经验不限,"['业务数据分析', '不接受居家办公', '业务模式/运营策略优化', '数据分析/商业分析经验', 'SQL']",168,圣都装饰,中型企业,扬州,邗江区
全屋定制销售,学历不限,经验不限,['计算机/通信相关专业'],66,扬州艾森活建材,小型企业,扬州,邗江区
测试工程师,本科,3-5年,"['C++', 'Shell', '测试工作经验', '自动化测试', '通信相关专业', '飞行器', '无人机', '航空航天', '计算机相关专业']",126,壹扬,微型企业,扬州,
人工智能算法设计,硕士,经验不限,"['深度学习', '机器学习', '大模型算法', '强化学习', '规控算法', 'SLAM算法', 'C/C++', '算法工程化经验', '接受实习/在校生投递']",312,某大型铁路公司,中型企业,扬州,
Github SME,本科,3-5年,"['Java', 'Python', 'github', 'CICD']",201,中科创达,超大型企业,扬州,广陵区
AI算法工程师/专家（扬州/武汉/深圳/郑州）,本科,3-5年,"['图像算法', '大模型算法', '多模态算法', '算法工程化经验', '大语言模型', 'Python', 'fine tunning']",595,某知名企业,大型企业,扬州,
总经理业务助理（数据分析师）,本科,1-3年,"['电商/零售行业数据相关经验', '数学/统计相关专业', '数据分析/挖掘经验', '计算机相关专业', '金融行业数据相关经验']",96,森尼奥体育,小型企业,扬州,邗江区
